Number,Link,Description,Title,State,New,Image
2829S,https://www.mountaineers.org/books/books/superstition-wilderness-az-no-2829s-green-trails-maps,"Whether you’re planning on searching for a lost gold mine, explore cliff dwellings, get a close up view of iconic Weavers Needle, wander a nature trail in Lost Dutchman State Park, or head out on a long lonely stretch of the Arizona Trail; this map has you covered. Map 2829S includes detailed trail information for popular sprawling 160,000-acre Superstition Wilderness Area east of Phoenix. Plan adventures from the Peralta, First Waters, Tortilla, Pinto Peak, Campaign, Miles Ranch, and other trailheads popular and remote. This map also covers Salt River Valley recreation areas, Theodore Roosevelt Lake campgrounds and recreation areas, and the Tonto National Monument.br>
Original Edition 2008; Latest Edition 2016

Map Scale 1:60,000 with insets of Roosevelt Lake Recreation Area and Lost Dutchman State Park",Superstition Wilderness,AZ,,https://www.mountaineers.org/books/books/superstition-wilderness-az-no-2829s-green-trails-maps/@@images/117ac93d-72ff-4e6e-afc1-84bfd16efbb7.jpeg
2836S,https://www.mountaineers.org/books/books/south-mountain-preserve-az-no-2836s-green-trails-maps,"Hike to the CCC-built stone lookout building atop 2330-foot Dobbins Lookout in Phoenix’s South Mountain Park Preserve and savor sweeping views of America’s 5th largest city. South Mountain Preserve is Phoenix’s largest park and one of the largest metropolitan parks in the country. More than 70 miles of trails traverse this more than 16,000 preserve encompassing three small mountain ranges. South Mountain contains several petroglyphs and Fat Man’s Pass, a popular destination where you can trying squeeze through two large narrow boulders. Our detailed trail map to this popular park will help you explore this massive area by foot, bike, or hoof. This map includes an easy to use chart showing all allowed uses and total distances for each trail. Map also includes an elevation profile for the 15-mile long National Trail that traverses the lofty spine of the park.

Original Edition 2015, Reprinted 2021br>
Map Scale 1:24,000",South Mountain Preserve,AZ,,https://www.mountaineers.org/books/books/south-mountain-preserve-az-no-2836s-green-trails-maps/@@images/0aece088-91ce-4ab0-bc23-20f602d30305.jpeg
2886S,https://www.mountaineers.org/books/books/santa-catalina-mountains-az-no-2886s-green-trails-maps,"Forming a prominent backdrop north of Tucson, the Santa Catalina Mountains contains a wide array of stunning topography from deep desert canyons to high broad summits exceeding 9000 feet. Map 2886S highlights the heart of the range consisting of 9,157-foot Mount Lemmon, the Sky Island Scenic Byway (Catalina Highway) and the 56,430-acre Pusch Ridge Wilderness Area. With this detailed map, plan family friendly strolls in Catalina and Oracle State parks along the Coronado National Forest periphery or in Sabino Canyon with its saguaro cactus, waterfalls and abundant and diverse wildlife. Hike through pine and aspen forests along the crest of the mountains savoring expansive views. And head off into remote canyons graced with pools and springs or along rugged ridges providing solitude in this popular recreation area in southern Arizona.

Map Scale 1:62,000 with 1:35,000 inset of Sky Island Scenic Byway",Santa Catalina Mountains,AZ,,https://www.mountaineers.org/books/books/santa-catalina-mountains-az-no-2886s-green-trails-maps/@@images/6d9e03fd-d8d5-41e3-adf1-718d86611c20.jpeg
2910S,https://www.mountaineers.org/books/books/saguaro-az-no-2910s-green-trails-maps,"Saguaro National Park consists of two separate units of spectacular mountainous terrain containing diverse habitats home to a wide array of flora and fauna including more than 200 species of birds and 70 species of mammals. Famous for its saguaro cactus; this 92,000-acre national park also contains more than 165 miles of excellent hiking trails. Map 2910S includes detailed coverage of both park units: the popular more developed Tucson Mountain District and the larger wilder Rincon Mountain District. This map also covers the adjacent 20,000-acre Tucson Mountain Park with its 62 miles of trails and recreational attractions. Map also includes the remote 38,500-acre Rincon Mountain Wilderness that abuts the park. Plan trips on the Arizona Trail, a hike up 8,664-foot Mica Mountain (highest point in park), a trek on long Tanque Verde Ridge, or a jaunt up Wasson Peak (highest point in the Tucson Mountain District) with its wide ranging views.

Original Edition 2007, Current Edition 2022

1:62,000",Saguaro,AZ,,https://www.mountaineers.org/books/books/saguaro-az-no-2910s-green-trails-maps/@@images/1d4eea78-ca81-4782-9355-9eb59fec258b.jpeg
2934S,https://www.mountaineers.org/books/books/chiricahua-mountains-az-no-2934s-green-trails-maps,"The largest mountain range in the Sky Islands; Southeastern Arizona’s Chiricahua Mountains contain incredible biological diversity including 370 species of birds. Our map no. 2934S covers this fascinating range including all of the 87,700-acre Chiricahua Wilderness, the 12,000-acre Chiricahua National Monument, Emigrant Canyon, Wood Canyon, and the Fort Bowie National Historic Site. Use this map to explore this fascinating land of the Chiricahua Apaches led by Cochise and Geronimo. Hike through hoodoos and clusters of balancing rocks and old calderas. Wander through historic ranches or head out to find old mines. Hike along the Crest Trail to 9,763-foot Chiricahua Peak, the highest summit in the range and take in sweeping views that include peaks in New Mexico and Mexico. Map includes a larger scale (1:40,000) inset of the Cave Creek Canyon and Rustler Park areas. Here wander easy nature trails or make the exhilarating hike to the historic lookout site on 8008-foot Silver Peak.

Original Edition 2016, Current Edition 2022

Map Scale 1:63,360",Chiricahua Mountains,AZ,,https://www.mountaineers.org/books/books/chiricahua-mountains-az-no-2934s-green-trails-maps/@@images/5bdf2351-6324-4567-98d9-3d7594b33538.jpeg
2962S,https://www.mountaineers.org/books/books/santa-rita-mountains-az-no-2962s-green-trails-maps,"With a relief of more than 7,000 feet and a distinct pyramidal shape, Mount Wrightson in the Santa Rita Mountains is a prominent landmark in southern Arizona. At 9,453-feet, it is the highest mountain in the Tucson Area. A network of trails traverse its rocky, chaparral, and forested slopes and lead to stunning and sweeping viewpoints. Our 2962S Map covers the entire 25,260-acre Mount Wrightson Wilderness area along with the adjacent Madera Canyon area known for its outstanding birdwatching with more than 250 recorded species. This map incudes a close-up inset (1:26,000 scale) of the canyon and the Mount Wrightson summit area. Map also includes the Arizona Trail from Redrock Canyon near Patagonia to Twin Tanks. The Patagonia-Sonoita Nature Conservancy Preserve trails are also shown on this map.

Original Edition 2017, Current Edition 2022

Map Scale 1:62,000",Santa Rita Mountains,AZ,,https://www.mountaineers.org/books/books/santa-rita-mountains-az-no-2962s-green-trails-maps/@@images/5bc167a1-3aa3-467d-81a3-c4c360cf5b5c.jpeg
303S,https://www.mountaineers.org/books/books/goat-rocks-william-o-douglass-wilderness-no-303s-green-trails-maps,"The Goat Rocks Wilderness encompasses more than 100,000 acres of glacier-shrouded craggy summits, expansive alpine meadows exploding with wildflowers, and ribbons of sparkling snowmelt-fed cascading creeks. The heart of this wilderness consists of the remnants of a large ancient volcano. Here the Pacific Crest Trail teeters along a lofty knife edge crest—reaching its highest elevation north of the Sierras. The PCT continues to White Pass where it enters the 169,000-acre William O Douglas Wilderness; an area named for and immortalized by the writings of Supreme Court Justice William O. Douglas. With our 303S map, explore a high plateau of subalpine lakes and ancient volcanic cinder cones, lonely trails to remote ridges, stunning lakes in stark cirques, and spiraling summits granting breathtaking views of bookend volcanoes, Mounts Rainier and Adams.

Map Scale 1:63,360",Goat Rocks/William O. Douglass Wilderness,WA,,https://www.mountaineers.org/books/books/goat-rocks-william-o-douglass-wilderness-no-303s-green-trails-maps/@@images/1d338a14-3702-44e2-8c3b-8011680b6bab.jpeg
328SXL,,,Blue Mountain,"WA, OR",,
332S,https://www.mountaineers.org/books/books/mount-st-helens-national-volcanic-monument-no-332s-green-trails-maps,"Have a blast using this map to explore America’s most famous volcano. It’s the most comprehensive, accurate and trusted map for the entire Mount St Helens National Volcanic Monument. Our boots-on-the-ground mapping crew scoured the mountain and region to make sure trails are accurately portrayed. Reroutes on the round-the-mountain Loowit Trail are shown to make sure you stay the course and know the true distance and elevation gain and loss along the way on this demanding but scenically spectacular trail. This map includes every trail within the monument including the Mount Margaret Lakes Backcountry, Tumwater Mountain, Green River valley Strawberry Mountain, Castle Ridge, Smith Creek and Fossil Creek. Climbing routes are also shown as well as the monument’s winter ski, snowshoe and snowmobile trails.

Original Edition 2015, Current Edition 2016

Map Scale 1:63,360",Mount St. Helens National Volcanic Monument,WA,,https://www.mountaineers.org/books/books/mount-st-helens-national-volcanic-monument-no-332s-green-trails-maps/@@images/f918cb01-a4cb-4f0f-8374-0eb04a3e8a49.jpeg
356SX,https://www.mountaineers.org/books/books/oregon-coast-north-or-no-356sx-green-trails-maps,"Areas covered:
Oregon Coast Trail Astoria to Newport
Lewis and Clark NHP
Cascade Head NSRA
Ecola State Park
Oswald West State Park
Cape Lookout State Park
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.Context counts!

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others",Oregon Coast North,"OR, WA",New,https://www.mountaineers.org/books/books/oregon-coast-north-or-no-356sx-green-trails-maps/@@images/0ad7fa0a-462b-44f2-9271-b082aaff9d96.jpeg
364S,https://www.mountaineers.org/books/books/mount-st-helens-climbing-wa-no-364s-green-trails-maps-1,"This map is essential gear for anyone planning on climbing or hiking or running around America’s most famous active volcano. This highly detailed map (Scale 1: 34750) is regularly revised to show realignments and route changes on the round-the-mountain Loowit Trail as well as its feeder trails. Map shows the complete 29-mile Loowit Trail and the water sources and campsites along the way. Map also details Butte Creek, June Lake, and Ptarmigan trails used for accessing the Loowit Trail and climbing Mount St Helens. In addition to the climbing routes, this map also contains the extensive Marble Mountain Sno-Park ski trail network, the Kalama Ski Trail, and a couple of the nearby snowmobile trails.",Mount St. Helens Climbing,WA,New,https://www.mountaineers.org/books/books/mount-st-helens-climbing-wa-no-364s-green-trails-maps-1/@@images/d50b07cf-030d-4361-8d53-91e9a411a6f2.jpeg
365S,https://www.mountaineers.org/books/books/indian-heaven-wa-no-365s-green-trails-maps-1,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Indian Heaven Wilderness
Big Lava Bed
Folorn Lakes
Goose Lake
Lemei Rock
Lake Wapiki

Map scale is 1:57024",Indian Heaven,WA,,https://www.mountaineers.org/books/books/indian-heaven-wa-no-365s-green-trails-maps-1/@@images/6e23755b-fba5-4d97-8afd-25e07021bb03.jpeg
367S,https://www.mountaineers.org/books/books/mount-adams-wa-no-367s,"Washington’s second highest peak offers as much rugged alpine beauty and stunning trails as its more popular volcanic counterparts, Mounts Rainier and Hood. This (Scale 1:69500) map covers nearly all of the Mount Adams Wilderness as well as the Yakama Nation Mount Adams Recreation Area. Map is integral for anyone planning to summit the 12,276-foot glacier shrouded behemoth. The map also highlights the Pacific Crest Trail from FR 23 to Muddy Fork Creek. Exceptional day hikes and extended trips showcased on this map include; Bird Creek Meadows, the Round-the-Mountain Trail, Adams Creek Meadows, and Devils Garden. Map includes popular equestrian trails near Gotchen Creek, Morrison Creek, and Snipes Mountain. Horseshoe Lake, Chain of Lakes, and Takhlakh Lake’s trail systems are also shown on this map.

Original Edition 2016, Current Edition 2021

Map Scale 1:69,500",Mount Adams,WA,,https://www.mountaineers.org/books/books/mount-adams-wa-no-367s/@@images/7e2bea3c-cac0-4831-8765-509d78f15907.jpeg
4092SXL,https://www.mountaineers.org/books/books/park-city-ut-no-4092sxl-green-trails-maps,"Extra-large 22.5 x 36 unfolded (shipped folded, 6 x 9) waterproof, tear resistant, ultralight map printed on Polyart.

Areas covered:
Snyderville Basin
Park City Mountain Resort
Deer Valley Resort
Rockport State Park
Basin Recreation
Round Valley
Skyridge
Bonanza Flats Conservation Area
Quarry Mountain
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.Context counts

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others

Map Scale 1:21,120",Park City,UT,New,https://www.mountaineers.org/books/books/park-city-ut-no-4092sxl-green-trails-maps/@@images/8c869cae-1ae8-4095-af26-0d3360440656.jpeg
4093SXL,https://www.mountaineers.org/books/books/wasatch-back-ut-no-4093sx-green-trails-maps,"Extra-large 22.5 x 36 unfolded (shipped folded, 6 x 9) waterproof, tear resistant, ultralight map printed on Polyart.

Areas covered:
Heber City
Kamas
Wasatch Mountain State Park
Dutch Hollow
Jordanelle State Park
Deer Creek State Park
Cascade Springs Scenic Backway
Uinta-Wasatch-Cache National Forest
Park City
Deer Valley
Midway
Oakley
Sundance
Soldier Hollow
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.Context counts

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others


Map Scale 1:35,250",Wasatch Back,UT,New,https://www.mountaineers.org/books/books/wasatch-back-ut-no-4093sx-green-trails-maps/@@images/8182feac-2fda-4a06-ab8c-ac42f2528aff.jpeg
4113SXL,https://www.mountaineers.org/books/books/alpine-loop-ut-no-4113sx-green-trails-maps,"Extra-large 22.5 x 36 unfolded (shipped folded, 6 x 9) waterproof, tear resistant, ultralight map printed on Polyart.

Areas covered:
Mount Timpanogos
Provo Peak
Lone Peak
American Fork Canyon
Provo Canyon
Uinta-Wasatch-Cache National Forest
Cascade Springs Scenic Backway
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.Context counts

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others


Map Scale 1:35,250",Alpine Loop,UT,New,https://www.mountaineers.org/books/books/alpine-loop-ut-no-4113sx-green-trails-maps/@@images/1ca23d4d-ed32-457b-a589-d7f35957ced8.jpeg
426S,https://www.mountaineers.org/books/books/forest-park-or-no-426s-green-trails-maps,"Consisting of more than 5,200 acres of gently forested hills separated by lush ravines, Portland’s Forest Park ranks as one of the largest natural areas within a major city. Forest Park acts as an emerald backdrop to the steel, glass and concrete of downtown Portland. Several trailheads can be reached by a short walk or bus ride from the bustling city center. More than 80 miles of trails and old fire roads traverse this park giving hikers, walkers, and runners plenty of room to roam and loop options. Map 426S details the park’s large network of trails and contains a 1:9000 scale close up insert of the Hoyt Arboretum and Washington Park. Map also contains an elevation profile for the entire 30 mile Wildwood Trail; and includes the nearby Marquam Nature Park trail system and West Willamette Greenway Trail.

Original Edition 2004, Current Edition 2021

Map Scale 1:18,00",Forest Park,OR,,https://www.mountaineers.org/books/books/forest-park-or-no-426s-green-trails-maps/@@images/794eb98a-4463-4237-8e4f-32100b696c20.jpeg
428S,https://www.mountaineers.org/books/books/columbia-river-gorge-west-or-no-428s-green-trails-maps,"Roll on Columbia roll on with this special series map covering the Columbia Gorge National Scenic Area from Troutdale and Washougal east to Hood River and the White Salmon River. Plan day trips through Oregon’s Waterfall Ally or long distance trail runs and backpacking trips within the Mark O Hatfield Wilderness. Map also includes the Washougal River valley, Oxbow Regional Park on the Sandy River, Beacon Rock State Park, and the Pacific Crest Trail from Waucoma Ridge to Three Corner Rock. Find epic hikes like Dog Mountain, Table Mountain, Eagle Creek, Larch Mountain and Angels Rest on this map; as well as less known destinations such as Franklin Ridge, Strawberry Island, Augspurger Mountain, Tomlike Mountain and Wygant Mountain.

Map Scale 1:63,360",Columbia River Gorge West,"OR, WA",,https://www.mountaineers.org/books/books/columbia-river-gorge-west-or-no-428s-green-trails-maps/@@images/e71924d7-a94c-4e1c-a2c1-f21e5da16d00.jpeg
432S,https://www.mountaineers.org/books/books/columbia-river-gorge-east-or-no-432s-green-trails-maps,"Discover the wide array of trails in the Gorge’s eastern sunnier and drier reaches where waterfalls succumb to golden hillsides of resplendent wildflowers and impressive basaltic canyons. This special series map covers the Columbia River Gorge National Scenic Area from Hood River and White Salmon east to the Deschutes River and Maryhill. Map also includes detailed insets of some of the Eastern Gorge’s best mountain biking areas; the Coyote Wall, Catherine Creek and Deschutes State Park. You’ll also find the entire 31 mile long Klickitat Trail, Columbia Hills trail network, and The Dalles’ Waterfront Trail on this map.

Map Scale 1:63,360 with 1:31,680 inset of Deschutes State Park and Coyote Wall - Catherine Creek",Columbia River Gorge East,OR,,https://www.mountaineers.org/books/books/columbia-river-gorge-east-or-no-432s-green-trails-maps/@@images/c76017b6-ac15-4d3b-bce3-e86f5f1d6bf3.jpeg
456SX,https://www.mountaineers.org/books/books/oregon-coast-central-or-no-456sx-green-trails-maps,"Areas covered:
Drift Creek Wilderness
Siuslaw National Forest
Cape Perpetua Scenic Area
Oregon Dunes NRA
Yachats State Recreation Area
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.Context counts

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others",Oregon Coast Central,OR,New,https://www.mountaineers.org/books/books/oregon-coast-central-or-no-456sx-green-trails-maps/@@images/ba9b05f9-ab44-456f-a667-92f42a33df59.jpeg
462SX,https://www.mountaineers.org/books/books/mount-hood-climbing-or-no-462s-green-trails-maps,"Whether you’re planning on climbing Oregon’s highest summit, hiking around it, or exploring the myriad of trails within its shadows leading to waterfalls, alpine lakes, old-growth forest groves, wildflower ridges, and satellite peaks—this map has you covered. Map 462SX includes a large scale of Mount Hood and its climbing routes as well as the round-the-mountain Timberline Trail complete with elevation profile. Nearly the entire Mount Hood Wilderness is also displayed in this newly expanded map. From Welches east to Badger Lake and Trillium Lake north to Lost Lake, pick your adventure. Salmon River, Zig Zag Mountain, Ramona Falls, Yocum Ridge, Cooper Spur, Elk Meadows, Lookout Mountain, Bonney Meadows, and Barlow Butte are just some of the places you can find on this map.

Map Scale 1:50,000 with 1:25,000 inset",Mount Hood Climbing,OR,,https://www.mountaineers.org/books/books/mount-hood-climbing-or-no-462s-green-trails-maps/@@images/392d9db6-5d6a-4fc7-b453-4642d7c3c69a.jpeg
475SX,https://www.mountaineers.org/books/books/wallowa-mountains-eagle-cap-wilderness-or-no-g475sx-green-trails-maps,"Home to four of the ten highest mountains in Oregon and 6o alpine lakes including 9 that are perched in basins above 8,000 feet, the Wallowa Mountains are one of the most spectacular places in the Inland Northwest. More than 350,000 acres of this rugged region is protected within the Eagle Cap Wilderness—the largest wilderness area in Oregon. And more than 550 miles of trails traverse its valleys and ridges leading to remote lake basins and a handful of barren windswept lofty summits that grant sweeping views. You won’t find a better, more accurate, more comprehensive and appealing map to this region than our bestselling 475SX. It covers the entire wilderness area as well as gateway and other trails along the periphery.

Reprinted 2021

Map Scale 1:63,360",Wallowa Mountains/Eagle Cap Wilderness,OR,,https://www.mountaineers.org/books/books/wallowa-mountains-eagle-cap-wilderness-or-no-g475sx-green-trails-maps/@@images/30e2a637-de77-46bc-98d9-cd8ab453fbaf.jpeg
51SX,https://www.mountaineers.org/books/books/methow-wa-no-g51sx-green-trails-maps,"Blessed with ample sunshine, sparkling rivers, golden hills, and sweeping views of serrated peaks piercing puffy white clouds, the Methow Valley is Washington’s Big Sky Country. Surrounded by some of the most stunning alpine scenery in the North Cascades and containing an extensive community trail system and plenty of access to wilderness trails the area is an outdoor mecca for hikers, runners, equestrians, bikers, and skiers. This expansive map includes coverage from Lake Chelan and the Sawtooth Ridge to the western and central portions of the massive 500,000-plus acre Pasayten Wilderness along the Canadian border. Map also highlights the Twisp River Valley, Chewuch River Valley, Washington and Rainy Passes along the North Cascades Highway, Harts Pass region, the Pacific Crest Trail from Bridge Creek to British Columbia, and the Pacific Northwest Trail from Haig Mountain to Frosty Lake. Map 51SX also includes a 1:30,000 inset of the Sun Mountain Trail system and a detailed 1:55,000 close-up of the Methow Valley trail system.

Reprinted 2021

Map Scale: 1:100,000 with 1:55,000 inset of Upper Methow Valley and 1:30,000 inset of Sun Mountain",Methow,WA,,https://www.mountaineers.org/books/books/methow-wa-no-g51sx-green-trails-maps/@@images/57884ec0-bc88-4e12-a3be-30c803beb4b9.jpeg
524SX,,,Santiam Foothills,OR,,
557SX,,,Mount Jefferson,OR,,
589SX,https://www.mountaineers.org/books/books/three-sisters-west-or-no-589sx-green-trails-maps,"Areas covered:
Willamette National Forest
Deschutes National Forest
Mt. Washington Wilderness
Three Sisters Wilderness
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others


Map Scale: 1:63,360 with 1:30,000 inset of Peterson Ridge Trail System",Three Sisters West,OR,New,https://www.mountaineers.org/books/books/three-sisters-west-or-no-589sx-green-trails-maps/@@images/9cb01435-b3c4-482d-b9d1-0ba393c99d18.jpeg
622SX,https://www.mountaineers.org/books/books/bend-three-sisters-or-no-622sx-green-trails-maps,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Be prepared for everything the Bend has to offer when it comes to amazing trails. The most accurate and researched trails for Mountain Biking, Hiking, Horse back riding, Cross Country Skiing and even Fat Biking. Truly so many trails so little time. Printed on a rugged Waterproof - Tear Resistant Sheet.",Bend * Three Sisters,OR,,https://www.mountaineers.org/books/books/bend-three-sisters-or-no-622sx-green-trails-maps/@@images/7a73f641-9c18-4197-b6de-d54dd0c23e50.jpeg
656SX,https://www.mountaineers.org/books/books/oregon-coast-south-or-no-656sx-green-trails-maps,"Areas covered:
Cape Blanco State Park
Port Orford Heads State Park
Humbug Mountain State Park
Siskiyou National Forest
Samuel H. Boardman State Scenic Corridor
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.Context counts

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others",Oregon Coast South,OR,New,https://www.mountaineers.org/books/books/oregon-coast-south-or-no-656sx-green-trails-maps/@@images/963603f2-6f29-4e58-920f-df87a7b1a266.jpeg
83S,https://www.mountaineers.org/books/books/sun-mountain-methow-valley-wa-no-83s-green-trails-maps,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Sun Mountain summer trails 1:24,000 scale map, Sun Mountain winter trails 1:15,840 scale map",Sun Mountain * Methow Valley,WA,,https://www.mountaineers.org/books/books/sun-mountain-methow-valley-wa-no-83s-green-trails-maps/@@images/f8ed36f5-2f64-41f9-8021-1410fa7702d6.jpeg
8500S,https://www.mountaineers.org/books/books/central-park-map-ny-no-8500s-green-trails-maps,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

The most detailed topographic map of Central Park available. Features 60 Miles of multi-use recreation trails. Park Attractions and History. Printed on ECOSTONE waterproof and tear resistant Paper.",Central Park Map,NY,,https://www.mountaineers.org/books/books/central-park-map-ny-no-8500s-green-trails-maps/@@images/d7ab6168-022f-4ec9-8154-3e62682e021c.jpeg
92J1S,https://www.mountaineers.org/books/books/whistler-bc-canada-no-92j1s-green-trails-maps,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

1:12000 detail of Lost Lake Park, 1:24000 detail Whistler Valley, 1:69500 Garibaldi Provincial Park. Printed on a rugged waterproof and tear resistant Sheet.

Map Scale: 1:69,500 with 1:24,000 inset scale of Whistler and 1:12,000 inset scale of Lost Lake Park",Whistler,BC,,https://www.mountaineers.org/books/books/whistler-bc-canada-no-92j1s-green-trails-maps/@@images/599fbe93-587f-4b0e-b389-f15871b55b3a.jpeg
98S,https://www.mountaineers.org/books/books/cape-flattery-wa-no-98s-green-trails-maps,"Original Issue Date 1987; Latest Revision 2017

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Olympic National Park
Flattery Rocks National Wildlife Refuge
Olympic Coast National Marine Sanctuary
Makah Indian Reservation
Ozette Indian Reservation
Cape Flattery
Tatoosh Island
Point of the Arches
Neah Bay",Cape Flattery,WA,,https://www.mountaineers.org/books/books/cape-flattery-wa-no-98s-green-trails-maps/@@images/31cd9d49-8677-4820-9270-1c652413d158.jpeg
99S,https://www.mountaineers.org/books/books/olympic-coast-beaches-wa-no-99s-green-trails-maps,"Washington’s Olympic Coast contains some of the wildest beaches and the largest roadless coastal strip remaining in the continental United States. And while good parts of this remote, windswept, and rain-drenched coastline require difficult headland trails (many with ropes and sand ladders) to reach; a fair amount of this country is relatively easily accessible. Map 99S covers the entire coastline from the Queets River to Cape Flattery. This map complete with headland tide crossing information as well backcountry campsites is an essential for planning your Olympic Coast backpacking adventure. Map 99S also includes the dog-friendly stretch of coast near Kalaloch; and Ruby Beach, La Push, Rialto Beach, Ozette Lake, Shi Shi Beach and Cape Flattery Trail on the Makah Reservation.

Reprinted 2021

Map Scale: 1:63,360",Olympic Coast Beaches,WA,,https://www.mountaineers.org/books/books/olympic-coast-beaches-wa-no-99s-green-trails-maps/@@images/357c13fd-a71d-4b7c-9407-55763851ec51.jpeg
16SX,,,,,,
